"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"55","7UMMIT","Thomas Fire Grows to 230,000 Acres, Becomes 5th Biggest in California's History https://t.co/QqWVlXnjR0 ‚Ä¶‚Ä¶ https://t.co/KkdfOelf1d",2,0,0,0,-79.3831843,43.653226
"56","7UMMIT","Thomas Fire Grows to 230,000 Acres, Becomes 5th Biggest in California's History https://t.co/QqWVlXnjR0‚Ä¶ https://t.co/nmnEgvmS6y",2,1,0,0,-79.3831843,43.653226
"57","929KJEE","RT @VCFD_PIO: #ThomasFire #CaliforniaFires SANTA BARBARA HUMANE SOCIETY IS OPEN FOR SMALL ANIMAL SHELTERING
 https://t.co/68y7JRsvvb",44,0,1,1,-119.6981901,34.4208305
"58","99vance","RT @flightradar24: The @GlobalSuperTank 747 back in the air in California. #CaliforniaFires 

https://t.co/YaaPfTgRHk https://t.co/p2sDM8NI‚Ä¶",27,0,0,0,-76.653785,40.276458
"59","A_Hannan_Ismail","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-93.4371282,44.9722862
"61","AandETodayNews","This is a car windshield in Santa Barbara! #CaliforniaWildfires #CaliforniaFires #santaanawinds  https://t.co/0kKtYGXpm3",0,0,0,0,-95.712891,37.09024
"67","abemora1","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Today the goal is to go direct on the fire on the west side, use the 2016 Ray Fire scar to help‚Ä¶",66,0,-1,1,-119.6981901,34.4208305
"68","abracadabraNY","RT @VCFD_PIO: #ThomasFire footprint (230,500 acres).Currently the 5th largest in #CaliforniaFires history. It grew 50K last night. https://‚Ä¶",92,0,0,0,-122.6242966,45.5345536
"69","abrarkazii","These fires need to calm down, we are in need for some serious rain as well. #ThomasFire #CaliforniaFires",0,1,2,2,-119.4179324,36.778261
"73","AbyGrab0n","RT @sara8smiles: Hello! Is anybody home? 
#Research #DirectedEnergyWeapons 
#CaliforniaFires #CaliforniaWildfires 
Found on FB. https://t.c‚Ä¶",65,0,0,0,-99.9018131,31.9685988
"74","ActforUSA","@Kambearoz_rocky I hope you are safe from the #CaliforniaFires from #HoustonStrong Fire and Water Killers.",0,0,1,1,-95.3698028,29.7604267
"75","action","What is the extreme ""purple wind"" at the heart of California's #wildfires? Learn more about these unprecedented con‚Ä¶ https://t.co/i49pZDjwQN",2,2,0,0,-73.9712488,40.7830603
"76","action","These racehorses were trying to escape the #wildfires. Learn more and #TakeAction for victims of the‚Ä¶ https://t.co/DynJPM1eOu",1,1,0,0,-73.9712488,40.7830603
"83","AdamExler","RT @IAmAnnaBauer: The #ThomasFire as seen from my @SouthwestAir flight threatening #Carpinteria. @NBCNews @NBCLA @KTLA #CaliforniaFires htt‚Ä¶",7,0,-1,1,-118.2436849,34.0522342
"84","adamjohnstonwpg","RT @DavidOulton: I hope all my Los Angeles friends are keeping safe. We Albertans know how scary a wildfire is! 
#CAFires #CaliforniaFires‚Ä¶",3,0,0,0,-97.1383744,49.895136
"88","AEGISAllianceTM","#Nestl√© #Exposed - Is a Key Contributing Factor to #CaliforniaWildfires. #CaliforniaFires @riseagainst‚Ä¶ https://t.co/WvSep33Bty",1,0,0,0,-119.4179324,36.778261
"89","AFFA332","It's unreal what our Brothers and Sisters in California are battling right now, many of which are fighting these fi‚Ä¶ https://t.co/hEDbMc5iaa",1,5,2,2,-82.5514869,35.5950581
"90","AfricanWoman14","RT @shishnfips: Ì†ΩÌ¥•#CALIFORNIAFIRES EMERGENCYÌ†ΩÌ¥• 

#MarcChing .@AHWFoundation ON THE GROUND RESCUING #ANIMALS CAUGHT UP IN THIS TRAGEDY

‚ù§Ô∏èTHAN‚Ä¶",40,0,0,0,-80.2010634,26.7086351
"91","AfricanWoman14","RT @llamas4MAGA: SOSÌ†ΩÌ¥•Ì†ΩÌ∞àÌ†ΩÌ∞©Ì†æÌ∂äÌ†ΩÌ∞ëÌ†ΩÌ∞ñÌ†ΩÌ∞ÆÌ†ΩÌ∞êÌ†ΩÌ∞≠Ì†ΩÌ∞£Ì†ΩÌ∞ìÌ†ΩÌ∞øÌ†ΩÌ∞áÌ†ΩÌ∞æÌ†ΩÌ∞¶Ì†æÌ∂ÜÌ†æÌ∂ÖÌ†ΩÌ∞¢Ì†æÌ∂â #CaliforniaFires #fires #wildfires #animals #pets #wildlife #horses #dogs #cats #rabbits #birds nee‚Ä¶",21,0,0,0,-80.2010634,26.7086351
"92","AfricanWoman14","RT @DowneyGina: Help the @HSVC_OJAI rescuing #wildfire animals. #fires #californiafires #ojai #horses #rabbits #cats #dogs #goats #cows htt‚Ä¶",12,0,0,0,-80.2010634,26.7086351
"94","ahtherefulla","@stugillard It truly is tragic. God bless you all! #CaliforniaFires",0,1,0,0,-74.0059728,40.7127753
"95","ai6yrham","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Incident Update 12-12-17 7am https://t.co/u1VhM8rwMN",24,0,0,0,-118.9070887,34.1805403
"96","AirForceReserve","When the nation needs us to help fight #wildfires, that's what we do! Our resources can be activated to aid civilia‚Ä¶ https://t.co/KeUjgsxIqu",3,22,0,0,-95.712891,37.09024
"110","Alicia46146936","RT @Ollyollyoxinfre: California's @JerryBrownGov  blames fires on #climatechange   for the #CaliforniaFires ! Ì†ΩÌ∏ÇÌ†æÌ¥£Ì†æÌ¥óÌ†ΩÌ∏ÅÌ†ΩÌ∏ÖÌ†ΩÌ∏ÜÌ†ΩÌ∏ÇÌ†ΩÌ∏ÜÌ†æÌ¥óÌ†ΩÌ∏ÇÌ†ΩÌ∏Ö
BRAINIAC RIGHT TH‚Ä¶",105,0,0,0,-81.5157535,27.6648274
"111","allaboardfun",".@Amtrak_CA PacSurfliner &amp; Coast Starlight #trains resume regular service, no stop in #SantaBarbara‚Ä¶ https://t.co/aNOvrbraRI",0,1,0,0,-118.2436849,34.0522342
"112","allenvollbrecht","RT @ifuaskmee: NO Words From The White House. #California #CaliforniaFires #CaliforniaWildfires #CNNSOTU #PoliticsNation #AMJoy #MeetThePre‚Ä¶",52,0,0,0,-116.419389,34.9592083
"114","allyseale","We woke up to a Martian sky yesterday. It stayed this way all day. Today is marginally better. We are @ 90 miles no‚Ä¶ https://t.co/m7D0kH3SS2",0,2,0,0,-119.4691728,36.691415
"115","Alma_Delphinus","I've seen some wildfires but never to the extent of #CaliforniaFires ! My thoughts are with everyone there affected by the fires. Stay safe!",0,0,1,1,-84.929673,32.524608
"116","amandakmelby","RT @VCFD_PIO: #ThomasFire #CaliforniaFires SANTA BARBARA HUMANE SOCIETY IS OPEN FOR SMALL ANIMAL SHELTERING
 https://t.co/68y7JRsvvb",44,0,1,1,-120.672395,35.1552532
"117","AmandaThomas6","RT @thedailyjaws: Stay safe out there #CALIFORNIAFIRE #CaliforniaFires #Californiawildfire https://t.co/nAT1fgeUSb",37,0,1,1,-93.2277285,44.97399
"120","americankeith","Governor ""Moon Beam"" blames devastating #CaliforniaFires on climate change

As usual the bobble heads liberals agree https://t.co/DvKZWeSieR",0,0,-1,1,-80.9020237,34.5751447
"126","AmyMeganMeredi1","RT @rgaut999: Into the fiery belly of the beast at the #lilac fire #CaliforniaFires https://t.co/ahIEwB1OvO",391,0,1,1,-96.8236116,33.1506744
"127","anaelisafoto","#Water Please conserve #California #ThomasFire #CaliforniaFires https://t.co/vmNqfxYX5c",3,2,0,0,-72.6507432,41.562773
"130","anauburntiger","As a pilot, that is some serious barnstorming... #CaliforniaFires https://t.co/d3DCHeOl79",0,1,0,0,-76.0504948,42.0867297
"131","anblanx","RT @VCFD_PIO: #ThomasFire footprint (230,500 acres).Currently the 5th largest in #CaliforniaFires history. It grew 50K last night. https://‚Ä¶",92,0,0,0,-118.2436849,34.0522342
"134","andrew_pancroft","Hoping @chelseahandler House is burned to the ground in the #CaliforniaFires Funny thing, this stupid piece of shit‚Ä¶ https://t.co/7Jnbak7eV6",0,0,-4,4,-102.4107493,34.2331373
"136","andybrwn","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Incident Update 12-12-17 7am https://t.co/u1VhM8rwMN",24,0,0,0,-121.4557047,38.5699914
"140","angelryan3510","RT @ZoraSuleman: OMG I love this guy ... he pulled over to save a bunny from the #CaliforniaFires Ì†ΩÌ∞∞ #ThomasFire https://t.co/IC2ufvs8My",188,0,0,0,-81.5157535,27.6648274
"141","angelsavant","RT @politraven: anyone know anything about this? VERY weird (watch vid): https://t.co/vBDCWMtYDV 
#CaliforniaFires #CaliFires #CaliforniaWi‚Ä¶",21,0,-1,1,-98.340683,29.450857
"142","angelsbbbd","My prayers are with you @TheEllenShow and all in #CaliforniaFires x https://t.co/HRxtX6zi14",0,1,0,0,-118.413944,34.0594689
"143","angelx1992","I have family by the #LilacFire . I hope everyone out there is ok.  

#CaliforniaFires #CaliforniaWildfires",0,2,0,0,-117.1610838,32.715738
"145","AnjelMarketing","County of #SantaBarbara #ThomasFire Infomation and Updates #CaliforniaWildfires #CaliforniaFires #naturaldisasters‚Ä¶ https://t.co/AZDUSCY4uM",1,0,0,0,-77.0368707,38.9071923
"146","AnjelMarketing","Thomas Fire surpasses 200,000 acres #SantaBarbara #ThomasFire #CaliforniaWildfires #CaliforniaFires‚Ä¶ https://t.co/tckDCOGqle",0,0,0,0,-77.0368707,38.9071923
"147","anjozonneveld","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-80.3144276,43.3616211
"148","annafromhome","RT @VCFD_PIO: #ThomasFire #CaliforniaFires The red flag warning has again been extended to 8:00 PM Wednesday evening over the LA and Ventur‚Ä¶",48,0,-1,1,-119.2290316,34.274646
"149","Annalicia_Faith","RT @NickyHilton: Note to #CaliforniaFires residents https://t.co/DNgD5nYAqU",811,0,0,0,-73.959494,42.2146071
"151","anndavisgarvin","RT @gmcheeseman: Amid Worst Winter #Wildfires in #California History, #Farmworkers Are Laboring in Hazardous Air. #CaliforniaFires  https:/‚Ä¶",7,0,-2,2,-85.6023643,44.3148443
"152","AnneArvizu","Prayers for all those effected by the #ThomasFire and for all the firefighters who have been exhausted for 2 weeks‚Ä¶ https://t.co/JazjAadsH5",1,4,-1,1,-80.6278364,24.9242943
"156","annvandersteel","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-95.712891,37.09024
"157","Anon6_NvrForget","RT @SlicksTweetz: #CaliforniaWildfires #CaliforniaFires #CalFire

Evidence-Patent for High-Energy #Microwave Pulse Weapon may be responsibl‚Ä¶",75,0,0,0,-77.0044398,38.8906424
"158","AntAction1News","RT @VCFD_PIO: #ThomasFire #CaliforniaFires SANTA BARBARA HUMANE SOCIETY IS OPEN FOR SMALL ANIMAL SHELTERING
 https://t.co/68y7JRsvvb",44,0,1,1,-118.2436849,34.0522342
"159","AntAction1News","RT @VCFD_PIO: #ThomasFire #CaliforniaFires See link for Los Padres National Forest Condor Sanctuary https://t.co/GoV9VxN5Oj",12,0,0,0,-118.2436849,34.0522342
"162","AnthonyPraseuth","RT @Truthdig: When will humans learn? Nothing is more powerful than the natural world. #CaliforniaFires #MotherNature https://t.co/KxYMQZXa‚Ä¶",29,0,1,1,-114.0708459,51.0486151
"164","apachegirl29","RT @PenelopeRuzy: Horses being freed to be saved from California fires......Thanks Ì†ΩÌ±èÌ†ΩÌ±è

#CaliforniaFires #CaliforniaWildfires #animalrescue‚Ä¶",54,0,0,0,-79.0192997,35.7595731
"166","april_wefler","Just found out that the #Californiafires have headed towards Santa Barbara. I grew up an hour away in Nipomo and it‚Ä¶ https://t.co/Hpo3EbTPBL",0,1,0,0,-91.8318334,37.9642529
"168","ArchitectureGS","Upper East Side Townhouse in Contract for a Record $80 Million.   #realestate #CaliforniaFires #BeverlyHills90210  https://t.co/L4vNLZd2Di",0,1,0,0,-118.2436849,34.0522342
"170","ARCSteveWalsh","Raising money for @RedCross to help those affected by #CaliforniaFires. Call to donate: 916-443-8255 https://t.co/Db5iYb061C",0,0,0,0,-121.1760583,38.6779591
"173","AriannaBSophia","RT @VCFD_PIO: #ThomasFire footprint (230,500 acres).Currently the 5th largest in #CaliforniaFires history. It grew 50K last night. https://‚Ä¶",92,0,0,0,-122.0307963,36.9741171
"174","ariba_ahmed","The sky at sunrise in #SantaMaria #CaliforniaFires https://t.co/Ib89Tu0QTq",0,1,0,0,-119.4691728,36.691415
"175","arieltmma","RT @VCFD_PIO: #ThomasFire footprint (230,500 acres).Currently the 5th largest in #CaliforniaFires history. It grew 50K last night. https://‚Ä¶",92,0,0,0,-111.9101108,33.4066194
"176","arieltmma","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Incident Update 12-12-17 7am https://t.co/u1VhM8rwMN",24,0,0,0,-111.9101108,33.4066194
"177","ArizonaMorgan1","#trump wants #war bet if he had 2 B out there himself #war would not B his battle cry Ì†ΩÌ∏ï #God bless th frntliners #Soldiers #CaliforniaFires",0,0,0,0,-118.2436849,34.0522342
"179","ArnoldRalph","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-89.3985283,32.3546679
"180","ArthurGillard","RT @monikabielskyte: What climate change looks like. #CaliforniaFires https://t.co/REB4pFXc6b",4,0,1,1,-121.4943996,38.5815719
"182","ArtisticEye1","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Today the goal is to go direct on the fire on the west side, use the 2016 Ray Fire scar to help‚Ä¶",66,0,-1,1,-119.4179324,36.778261
"184","ASeizew","RT @KirstineBiltoft: Fire close to #ojai in Southern California #ThomasFire #CaliforniaFires https://t.co/QOVZhgW7Xa",3,0,0,0,-119.242889,34.4480495
"185","AshBrayWX","RT @ChrisCBS4: Wow!!! The #CALIFORNIAFIRES ... These cams come from this site. https://t.co/LXsn0DDyf4 https://t.co/bWhdq68BnP",37,0,1,1,-80.4549026,38.5976262
"187","askboomer1949","110 pictures of California's nightmare fires
#Californiafires 
RT
Southern California's Thomas fire leaves behind '‚Ä¶ https://t.co/jhDFmB9p16",0,0,-1,1,-122.3320708,47.6062095
"188","askboomer1949","Has that moron Malignant Narcissist in the @WhiteHouse said or done anything to express empathy and offer aid?‚Ä¶ https://t.co/vL2ckOsKvw",0,1,-1,1,-122.3320708,47.6062095
"189","AskTaunee","Thank you #firefighters #CaliforniaFires https://t.co/z4UxcIuA28",1,4,1,1,-118.4911912,34.0194543
"194","augorssAnalyst","RT @augorssAnalyst: LATEST #CaliforniaFIRES TURNING OUT TO BE MORE #DISASTROUS TO IT SEEM ~ several  #fireDISASTER #crisis have frequently‚Ä¶",1,0,-2,2,-98.4936282,29.4241219
"195","augorssAnalyst","LATEST #CaliforniaFIRES TURNING OUT TO BE MORE #DISASTROUS TO IT SEEM ~ several  #fireDISASTER #crisis have frequen‚Ä¶ https://t.co/ylFZk8WuO5",1,0,-2,2,-98.4936282,29.4241219
"196","augorssAnalyst","#DEADLY #FIRE OUTBREAKS ARE NOT SOMETHING TO PLAY WITH ..OR .. TO JOKE ABOUT ..... VerySAD about the #tragedies cau‚Ä¶ https://t.co/syf7GDesYu",1,0,-2,2,-98.4936282,29.4241219
"197","augorssAnalyst","RT @BreannaKeller: So devastating. Prayers for the families and businesses affected by the #CaliforniaFires Ì†ΩÌ∏¢ https://t.co/O39revDPLv",20,0,0,0,-98.4936282,29.4241219
"199","austinktime","RT @PenelopeRuzy: Horses being freed to be saved from California fires......Thanks Ì†ΩÌ±èÌ†ΩÌ±è

#CaliforniaFires #CaliforniaWildfires #animalrescue‚Ä¶",54,0,0,0,-99.9018131,31.9685988
"201","AvHedman","RT @Flashtrading: #CaliforniaFires Wow.  Anyone questioning the evacuation orders from the fire department should understand this.  With th‚Ä¶",3,0,1,1,-102.4107493,34.2331373
"205","AwaretoBeware","RT @ChrisCBS4: Wow!!! The #CALIFORNIAFIRES ... These cams come from this site. https://t.co/LXsn0DDyf4 https://t.co/bWhdq68BnP",37,0,1,1,-74.4056612,40.0583238
"209","AyeeM0nee","RT @MoMcCormick7: God Bless our first responders!
#CreekFire #lafires #Skirball fire #VenturaCountyFire #ThomasFire ojai #CaliforniaFires M‚Ä¶",50,0,1,1,-77.0368707,38.9071923
"210","azannaphx","RT @ifuaskmee: NO Words From The White House. #California #CaliforniaFires #CaliforniaWildfires #CNNSOTU #PoliticsNation #AMJoy #MeetThePre‚Ä¶",52,0,0,0,-112.0740373,33.4483771
"211","azhiaziam","The smoke has reached Morro Bay and we are about to be in total darkness. Ì†ΩÌ¥•Ì†ΩÌ∏± #Californiafires‚Ä¶ https://t.co/lhiis4kLcQ",1,0,0,0,-119.4691728,36.691415
"213","aziegler","RT @ifuaskmee: NO Words From The White House. #California #CaliforniaFires #CaliforniaWildfires #CNNSOTU #PoliticsNation #AMJoy #MeetThePre‚Ä¶",52,0,0,0,-120.7401385,47.7510741
"220","Bamwammy1","#RiddleOfTheDay Somethig  that can be broken but still can be used? This is just to stop and relax from all painful‚Ä¶ https://t.co/RIqTabJjwx",0,0,-2,2,-95.712891,37.09024
"223","Barbi_Twins","RT @animal_lobbyist: For our friends in #California Be Safe! #CaliforniaFires #wildlife https://t.co/YjRMQujQIB",12,0,1,1,-118.7797571,34.0259216
"225","BarriMedia","My hart goes out to the people of #California dealing with the #CaliforniaWildfires. This has been an unprecedented‚Ä¶ https://t.co/CSL5ystnlh",0,0,0,0,-95.3698028,29.7604267
"226","BarryHingley","RT @ReverbPress: #BunnyDude ROCKS. Faith in Humanity: RESTORED #CaliforniaWildfires #CaliforniaFires https://t.co/skyYucAptj",58,0,2,2,-123.133569,49.1665898
"227","BarryMeyer2","RT @GretaAstpc: #CaliforniaFires Emergency Ì†ΩÌ¥•
@AHWFoundation #MarcChing on the field to help families and their #animals 
Rescuing #cats #do‚Ä¶",49,0,0,0,-82.907123,40.4172871
"228","barryten","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-84.7996573,33.3806716
"230","bashaltv","California wildfires destroyed 1,000 structures and counting
https://t.co/8WNDEAHRKC #CaliforniaWildfires‚Ä¶ https://t.co/waOc97a6sf",0,0,0,0,-74.0059728,40.7127753
"231","BastetMiu","RT @shishnfips: Ì†ΩÌ¥•#CALIFORNIAFIRES EMERGENCYÌ†ΩÌ¥• 

#MarcChing .@AHWFoundation ON THE GROUND RESCUING #ANIMALS CAUGHT UP IN THIS TRAGEDY

‚ù§Ô∏èTHAN‚Ä¶",40,0,0,0,-75.1338119,40.0205736
"232","batsflywest","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-110.926479,32.2217429
"233","BaybeeReade","RT @JOL_NEWS: #Watch: Footage of horses fleeing #CaliforniaFires https://t.co/0MtQz91J31",5,0,-1,1,-95.712891,37.09024
"234","bbqnbrew7","RT @RemotePixel: #CaliforniaFires evolution with #Sentinel-2 and #Landsat-8 https://t.co/tmK0Xd0a7r",10,0,0,0,-119.4179324,36.778261
"235","bcas41447","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-81.5157535,27.6648274
"239","beandafbaby","RT @WriterJennaF: The #CaliforniaFires are absolutely devastating and some of them are still growing. Did you know you can help the victims‚Ä¶",13,0,-1,1,-94.6858998,46.729553
"240","Bear_Apocalypse","RT @TrutherUfo: ‚ÄúWild fires‚Äù...
#CaliforniaFires #DirectedEnergyWeapons https://t.co/VjGIHhencV",75,0,-1,1,-84.065693,33.822663
"241","BeccaWhitnall","RT @VCFD_PIO: #ThomasFire #CaliforniaFires The red flag warning has again been extended to 8:00 PM Wednesday evening over the LA and Ventur‚Ä¶",48,0,-1,1,-118.8375937,34.1705609
"242","becomingfamily","RT @WriterJennaF: The #CaliforniaFires are absolutely devastating and some of them are still growing. Did you know you can help the victims‚Ä¶",13,0,-1,1,-86.158068,39.768403
"243","BeeMan233","@LotusCandlescom May not be the best time to be promoting fire. I just sayin. #CaliforniaFires",0,0,1,1,-78.729088,35.807762
"249","BenevolentLew","Ridiculously proud of the @Strategies360 team members who have hustled hard to make the #SuperTanker a real thing,‚Ä¶ https://t.co/7MDFQbnzhK",0,1,-1,1,-105.8700901,34.5199402
"251","BerkeleeWM","@realDonaldTrump this is what‚Äôs happening in So Cal. Took this pic this afternoon, you were busy tweeting about the‚Ä¶ https://t.co/zxPZB22Ld9",0,0,0,0,-118.2436849,34.0522342
"253","berthacoombs","OMG @janewells please stay safe! Those flames are so close! #CaliforniaFires https://t.co/iaEb2HfoyN",4,9,1,1,-74.0059728,40.7127753
"254","BertzFredrick","@JohnChiangCA knows the machinations of our financial and budget situation in order to aid in disaster relief. This‚Ä¶ https://t.co/Ap9SwwDXZ1",0,0,0,0,-118.451357,34.1898566
"255","Best_of_Tara","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-78.458708,38.253749
"258","beverlyfoust","RT @politraven: anyone know anything about this? VERY weird (watch vid): https://t.co/vBDCWMtYDV 
#CaliforniaFires #CaliFires #CaliforniaWi‚Ä¶",21,0,-1,1,-86.5804473,35.5174913
