"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"49","abc15","153 #Arizona firefighters sent to help fight #CaliforniaWildfires: https://t.co/iouO0f6COe #abc15 https://t.co/ylvJCnlYVi",5,23,0,0,-112.0740373,33.4483771
"50","abc15","RT @NickCiletti: BIG THANKS to Capt. Kurt Walker with @PeoriaFire who is helping tackle the #CaliforniaWildfires along with several other V‚Ä¶",8,0,1,1,-112.0740373,33.4483771
"52","AbyGrab0n","RT @sara8smiles: Hello! Is anybody home? 
#Research #DirectedEnergyWeapons 
#CaliforniaFires #CaliforniaWildfires 
Found on FB. https://t.c‚Ä¶",68,0,0,0,-99.9018131,31.9685988
"53","aceloew","Here's A Link To Keep Track Of #CaliforniaWildFires https://t.co/wMwkXsUYds via @aceloew",0,0,0,0,-104.6737376,39.8560963
"54","AchieveTheDream","We would like to share our deepest condolences with the students, colleges, and families affected by the California‚Ä¶ https://t.co/eY9apNJwva",1,7,1,1,-77.026088,38.9906657
"56","action","Will you #TakeAction for victims of the #CaliforniaWildfires with @DirectRelief? Via @TIME: 
https://t.co/M3YGc7x40V https://t.co/WW1m0lpuPc",0,1,0,0,-73.9712488,40.7830603
"57","action","What does #climatechange have to do with the #CaliforniaWildfires? Learn more and support victims in with‚Ä¶ https://t.co/9rpXDE1zFI",0,2,1,1,-73.9712488,40.7830603
"58","ActorsEquity","As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires,‚Ä¶ https://t.co/HkcJZWo60x",12,14,1,1,-115.1745559,36.1023715
"59","ad198741","RT @dmitchellYOW: If this is the ‚Äúnew normal‚Äù then we‚Äôre all in very deep trouble. Southern #CaliforniaWildfires may provide a glimpse into‚Ä¶",1,0,-1,1,-79.3831843,43.653226
"60","adamjohnstonwpg","RT @bountyofbeads2: California wildfires larger than NYC, Boston #wildfires #CaliforniaWildfires #ThomasFire #CreekFire #Ventura #LAFires #‚Ä¶",2,0,0,0,-97.1383744,49.895136
"61","adamjohnstonwpg","RT @ronny_jumeau: #California #wildfires: Governor brands fires '#newnormal' https://t.co/Otp2KxR33q #Californiawildfires #extremeweather #‚Ä¶",2,0,0,0,-97.1383744,49.895136
"62","AERORM","Godspeed to the crews of this incredible #airplane as they carry out their life and property saving missions fighti‚Ä¶ https://t.co/TiMuL1lMKv",4,3,1,1,-94.6858998,46.729553
"64","AFOPHealth","Please share any information about the #farmworker housing and #agricultural community damage Ì†ΩÌ≤ùOur thoughts are wit‚Ä¶ https://t.co/re69qq5sJQ",1,1,0,0,-77.0368707,38.9071923
"65","agentFirnCRE","#CaliforniaWildfires have destroyed 1,000 structures ... and counting https://t.co/yI83YmTNJI",0,0,0,0,-84.3868175,33.7589915
"67","AgWriterArk","RT @wx_becks: Just an immense amount of smoke from the #CaliforniaWildfires, from yesterday's Daily MODIS, via @UWCIMSS. #ThomasFire 

http‚Ä¶",33,0,0,0,-92.2236667,34.7538615
"70","AhobanBangla","RT MKA_USA_Service: #MuslimYouth cheering up fire evacuees in #Los #Angeles by providing #gifts and sanitary suppli‚Ä¶ https://t.co/GSAFLUO9R8",0,0,0,0,-95.712891,37.09024
"72","Air1Dave","RT @air1news: Updated list of Calif. evacuations,  shelters @CAL_FIRE
#CaliforniaWildfires
https://t.co/kJU08sPkU3 https://t.co/d1k3WIRWcw",1,0,0,0,-86.6409554,41.2119401
"77","al_hanna00","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-81.6326234,38.3498195
"82","aldayoub","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-105.2551187,54.5259614
"83","AlecHagel","RT @WG_Burton: #DirectedEnergyWeapons #CaliforniaWildfires #AGENDA21 #DEW 
Directed Energy Weapons Again in California Wildfires? https://t‚Ä¶",17,0,0,0,-74.0059728,40.7127753
"86","alex_moscovitz","Building codes are a major factor in why some houses are more vulnerable to burning in the #CaliforniaWildfires, br‚Ä¶ https://t.co/aLfAagUmxM",0,0,-2,2,-115.1745559,36.1023715
"88","AlexintheNews","Absolutely terrifying footage of the #CaliforniaWildfires  https://t.co/Ad4anfXWsV",0,0,0,0,-78.6568942,37.4315734
"89","alexisnsnyder","Does anyone know how/where I can donate gently used toys to kiddos affected and displaced by the‚Ä¶ https://t.co/DKKsXPkMoZ",0,2,-1,1,-119.4179324,36.778261
"91","alienprincess63","RT @m4d4r4uch1h4: Has anybody looked into the #CaliforniaWildfires, the possible use of #DirectedEnergyWeapons, and the fact that #Agenda21‚Ä¶",18,0,0,0,-80.1917902,25.7616798
"92","alienprincess63","RT @pryerlee: RT @sara8smiles: FOX NEWS ADMITS GOVERNMENT USING LASERS (DEW) BEFORE CA FIRES 
#CailforniaFires #Fire #CaliforniaWildfires‚Ä¶‚Ä¶",8,0,0,0,-80.1917902,25.7616798
"93","AliiCarolAnn","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-118.2436849,34.0522342
"95","alisonskiba","RT @BLMca: 12/11 #CaliforniaWildfires progression map. Follow fire info @inciweb ‚Üí https://t.co/2CKU53ZN1s  &amp; @CAL_FIRE ‚Üí https://t.co/rVnS‚Ä¶",8,0,0,0,-93.2650108,44.977753
"96","Allen1Beth","RT @CCLsaltlake: ""Julie &amp; Don Myers had to evacuate during the #CaliforniaWildfires, leaving behind valuable possessions. When they returne‚Ä¶",8,0,1,1,-95.712891,37.09024
"97","allieBurgett","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-120.7401385,47.7510741
"98","AllstateinCA","#Allstate has adjusters ready to help those impacted by the #CaliforniaWildfires. Stop by today and get assistance‚Ä¶ https://t.co/TeIPOIuhFT",0,1,1,1,-119.4179324,36.778261
"99","AllstateinCA","#Allstate is ready to help customers affected by the #CaliforniaWildfires. To start a claim, call 1-800-547-8676 or‚Ä¶ https://t.co/uQeVZoXhfY",0,0,1,1,-119.4179324,36.778261
"100","AllstateinCA","#Thankyou  firefighters!  #CaliforniaWildfires are still burning and firefighters continue to be on the front lines‚Ä¶ https://t.co/Bc87fDvucH",0,0,-1,1,-119.4179324,36.778261
"101","AllstateinCA","Impacted by the #CaliforniaWildfires ? Allstate is ready to help. Stop by today from 8-6:

Ventura Fairgrounds
10 W‚Ä¶ https://t.co/0R8upQXuDS",0,0,1,1,-119.4179324,36.778261
"102","alltobias","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-75.22227,40.002783
"103","Allwaysrite55","RT @AntonioSabatoJr: HERE‚Äôs HOW TO HELP 
@SalvationArmyUS 
- https://t.co/nLd0Mcjuzr
- 1-800-SAL-ARMY 
#CaliforniaWildfires 
Thank you . Ì†ΩÌπèÌ†ºÌ∑∫Ì†ºÌ∑∏",204,0,0,0,-95.712891,37.09024
"104","allyseale","This was the sun yesterday afternoon. Smoke from the #ThomasFire made for a terribly dark day. Send rain soon!‚Ä¶ https://t.co/YmDesxZlQP",0,1,-3,3,-119.4691728,36.691415
"105","alyfether","And people have the nerve to call these amazing human beings ‚Äústupid‚Äù and ‚Äúcomplete idiots‚Äù when they‚Äôre probably s‚Ä¶ https://t.co/C3nZ2GHAU6",0,0,-1,1,-82.6365536,39.0520169
"106","AmandaMMacias","Please don't get any closer to our home &amp; gorgeous town,bro took this pic from our lawn  looking toward Rincon hill‚Ä¶ https://t.co/vy8pcuJLNu",0,2,1,1,-119.4179324,36.778261
"107","amazonsnest","PEOPLE!  Stop retweeting yesterday's tweets!  We need current news and your clogging up the feeds.‚Ä¶ https://t.co/6CgtWciHR3",1,17,0,0,-122.0310733,37.9779776
"112","AmeriCorps","AmeriCorps members support @RedCrossLA wildfire efforts in Southern California. Thank you to all responders for you‚Ä¶ https://t.co/sGFiaSHLuD",29,54,2,2,-82.7402811,28.1294931
"113","AmerikkKAIsDead","RT @TulsiGabbard: Thinking of everyone affected by the #CaliforniaWildfires. We must move #OffFossilFuels with the OFF Act before climate c‚Ä¶",205,0,0,0,-95.712891,37.09024
"118","andrew_pancroft","While, meh...#fuckcalifornia and let it burn, this @SenFeinstein video always makes me giggle. Oh, and‚Ä¶ https://t.co/YY7mvuA2y9",0,0,-1,1,-102.4107493,34.2331373
"119","anelisseee","RT @john_jmerlo: Federal Resources #RyeFire #CaliforniaWildfires #Valencia #sixflagsmagicmountain https://t.co/HmIyn7CYEO",1881,0,0,0,-98.1005897,29.9991511
"120","angelamcknight9","RT @ice_princeza: #SundayMorning #HumanRightsDay
Ì†ΩÌ¥•The TRUTH about the #CaliforniaWildfires Ì†ΩÌ¥• #TruthPrevails #TruthBombs #RealTalk #realnews‚Ä¶",98,0,0,0,-86.158068,39.768403
"121","Angelina_Laurin","Humana is ready to help associates, members and communities impacted by the #CreekFire, #LilacFire , #RyeFire &amp;‚Ä¶ https://t.co/LNjaY67HMd",0,0,1,1,-88.7878678,43.7844397
"124","AngelusNews","CATHOLIC LA | As of Dec. 10, the Thomas Fire had scorched 230,000 acres, creating additional evacuations for about‚Ä¶ https://t.co/DPG2NTzijd",0,0,0,0,-118.2436849,34.0522342
"125","AngelusNews","From @ArchbishopGomez | After the fire, a tiny whispering sound: https://t.co/6RKvzu5Ofz #CaliforniaWildfires https://t.co/YRbqtHO86F",0,0,0,0,-118.2436849,34.0522342
"126","anjozonneveld","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",90,0,1,1,-80.3144276,43.3616211
"127","AnnaHarffey","RT @MikeTrimWPTV: BUNNY SAVER REUNITES WITH BUNNY! @InsideEdition catches up w/the boy who saved a rabbit from the #CaliforniaWildfires. He‚Ä¶",3,0,1,1,-119.4179324,36.778261
"129","anodyne2art","RT @Daukei: Ì†ΩÌ¥• Fire at a homeless encampment sparked Bel-Air blaze that destroyed homes, officials say Ì†ΩÌ∑£Ô∏è
#CaliforniaWildfires #CaliforniaFi‚Ä¶",2,0,0,0,-105.5730665,36.4072485
"131","Anon6_NvrForget","RT @SlicksTweetz: #CaliforniaWildfires #CaliforniaFires #CalFire

Evidence-Patent for High-Energy #Microwave Pulse Weapon may be responsibl‚Ä¶",78,0,0,0,-77.0044398,38.8906424
"132","AnteeBest","RT @KPCC: Still wondering about the cause of the #CaliforniaWildfires? You're not alone. 

It's still too early to know, but the odds are g‚Ä¶",51,0,0,0,-95.712891,37.09024
"137","antoinette2645","RT @WG_Burton: #DirectedEnergyWeapons #CaliforniaWildfires #AGENDA21 #DEW 
Directed Energy Weapons Again in California Wildfires? https://t‚Ä¶",17,0,0,0,-81.5157535,27.6648274
"139","AOnek_WREG3","RT @wx_becks: Just an immense amount of smoke from the #CaliforniaWildfires, from yesterday's Daily MODIS, via @UWCIMSS. #ThomasFire 

http‚Ä¶",33,0,0,0,-90.0489801,35.1495343
"141","aprilbaxter","RT @GottaLaff: A cooking fire at a homeless encampment sparked Bel-Air's Skirball fire, officials say #CaliforniaWildfires  https://t.co/RQ‚Ä¶",9,0,0,0,-84.2171424,33.8545479
"142","aps918","Please give if you can. #CaliforniaWildfires #GiveBack #AmericansHelpingAmericans
https://t.co/WxyV7WTlj4",0,0,0,0,-95.712891,37.09024
"143","ArchangelDuncan","To anyone who refuses to pay taxes: those pay for more than the government. They also pay firefighters. And Cali re‚Ä¶ https://t.co/mm40MjhBiP",0,0,-1,1,-97.3307658,32.7554883
"147","arhurt_19","#CaliforniaWildfires stats for today: #ThomasFire is 25 percent contained, it remains largest active fire. About 9,‚Ä¶ https://t.co/WS08l5VJIJ",1,2,0,0,-96.5716694,39.1836082
"148","arhurt_19","And that is one fire that is only roughly 20 percent contained. There are a six #CaliforniaWildfires still active r‚Ä¶ https://t.co/EuGg7FRIGE",0,0,0,0,-96.5716694,39.1836082
"149","arhurt_19","Worth noting in the #CaliforniaWildfires as well: there is a strong possibility, due to weather conditions and wind‚Ä¶ https://t.co/9liGP9drqW",0,0,3,3,-96.5716694,39.1836082
"150","arhurt_19","And we're down to two. #CaliforniaWildfires https://t.co/PMQbpnxnUQ",0,0,0,0,-96.5716694,39.1836082
"153","arturostreasure","RT @bountyofbeads2: California wildfires larger than NYC, Boston #wildfires #CaliforniaWildfires #ThomasFire #CreekFire #Ventura #LAFires #‚Ä¶",2,0,0,0,-114.0708459,51.0486151
"154","arunningriot","RT @sarahcarls: Praying for CA- my birthplace and where part of my ‚ù§Ô∏è will always be... #CaliforniaWildfires https://t.co/obWIllld8R",1,0,0,0,-99.9018131,31.9685988
"155","AS_STANDleague","No matter what, you can count on @ScientologyVM to help #CaliforniaWildfires https://t.co/R0AXy3lPVK",0,0,0,0,-74.0059728,40.7127753
"156","asaganich","RT @DeplorableBride: So far about 9.4 trillion pounds of carbon dioxide (CO2) have produced from burning #CaliforniaWildfires How can human‚Ä¶",7,0,-1,1,-71.6495176,42.5437035
"157","AshleyAlvarado",".@guerinemily did a great job answering your #CaliforniaWildfires questions...did you know she's always looking to‚Ä¶ https://t.co/seSxQ3oQVs",1,6,1,1,-118.2436849,34.0522342
"158","AshleyAlvarado","We've added more answers here, and @KPCC's @guerinemily is working on even more questions now‚Ä¶ https://t.co/kiCkJkgH9I",0,0,0,0,-118.2436849,34.0522342
"160","AshtonHauser1","RT @john_jmerlo: Federal Resources #RyeFire #CaliforniaWildfires #Valencia #sixflagsmagicmountain https://t.co/HmIyn7CYEO",1881,0,0,0,-117.2730931,33.6850215
"162","Aspen_Bell","This expert has studied #CaliforniaWildfires for years. Believe him. He knows what he's talking about. https://t.co/4HjJKTExZg via @nbcla",0,0,0,0,-120.9006613,37.6484078
"163","Aspen_Bell","More experts now support Dr. Richard A. Minnich from @UCRiverside on #CaliforniaWildfires https://t.co/s327mLjz85",0,0,1,1,-120.9006613,37.6484078
"164","ASPWired","RT @guerinemily: You asked, so we found the best maps of the #ThomasFire and all the other #CaliforniaWildfires. https://t.co/wKb6GgYZkd ht‚Ä¶",9,0,1,1,-122.6126718,48.5126045
"166","AstridBears","RT @TheAdriArchives: The #ThomasFire is looking like a #Volcano Ì†ºÌºã#Carpinteria #CaliforniaWildfires https://t.co/BjO3KW9CsX",1,0,0,0,-122.4792302,37.7236472
"169","atreeinstead","The most uplifting sympathy gift https://t.co/eFPiV6jtly #funeral, in lieu of #Flowers, #grieving, #mourning, in ce‚Ä¶ https://t.co/U2NfnaVOyI",0,1,0,0,-95.712891,37.09024
"170","AtxGirlnScrubbs","@NBCNews Lord Please Watch Over All These Incredibly BRAVE Men &amp; Women Fighting These Fires...
I PRAY California Ca‚Ä¶ https://t.co/csDLASVg24",0,1,2,2,-97.7430608,30.267153
"173","Aulorra","The news keeps reporting about how the rich and famous may lose their homes in the #CaliforniaWildfires no reports‚Ä¶ https://t.co/1f0aHaiey5",0,0,1,1,-76.6121893,39.2903848
"175","austinktime","RT @PenelopeRuzy: Horses being freed to be saved from California fires......Thanks Ì†ΩÌ±èÌ†ΩÌ±è

#CaliforniaFires #CaliforniaWildfires #animalrescue‚Ä¶",56,0,0,0,-99.9018131,31.9685988
"176","Autobot_Prof","RT @sunnysidesyd: Ayooo, go give Irvine @Marriott your business. #Lilacfire #CaliforniaWildfires @MarriottRewards https://t.co/xqVilaWbsU",2,0,0,0,-117.1610838,32.715738
"178","AVT470BUG","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-70.4484363,43.5023622
"182","AzumaNelson","RT @NBCNewsPictures: PHOTOS: California Coast Battles Massive #Wildfire https://t.co/wI1T8k6Vj2 #CaliforniaWildfires Ì†ΩÌ≥∑ @EliasonMike @AP_Ima‚Ä¶",26,0,0,0,-123.1196134,49.2838474
"183","b140tweet","RT @OmarInTheHouse_: Partisan politics continues to fuel the devastation caused by the #CaliforniaWildfires‚ùóÔ∏èÌ†ΩÌ¥•  As #California burns, Congr‚Ä¶",4,0,0,0,-83.357567,33.9519347
"188","BalancedLife77","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-97.092877,35.0077519
"189","bamkapow","A before and after view from my friends house in #SantaBarbara #CaliforniaWildfires So sad. https://t.co/LPjvkmY0GL",0,2,-1,1,-71.0588801,42.3600825
"190","Barb_AZ","RT @NickCiletti: BIG THANKS to Capt. Kurt Walker with @PeoriaFire who is helping tackle the #CaliforniaWildfires along with several other V‚Ä¶",8,0,1,1,-112.1859866,33.5386523
"191","Barb81146","RT @Logic_Triumphs: Things more important to @realDonaldTrump than the #CaliforniaWildfires &amp; it's victims:
Ì†ΩÌ¥¥Tax breaks for the rich
Ì†ΩÌ¥¥suppo‚Ä¶",103,0,0,0,-71.3824374,42.4072107
"193","BarbaraMain07","RT @TulsiGabbard: Thinking of everyone affected by the #CaliforniaWildfires. We must move #OffFossilFuels with the OFF Act before climate c‚Ä¶",205,0,0,0,-117.2653146,32.9594891
"195","BarryHingley","RT @ReverbPress: #BunnyDude ROCKS. Faith in Humanity: RESTORED #CaliforniaWildfires #CaliforniaFires https://t.co/skyYucAptj",58,0,2,2,-123.133569,49.1665898
"196","BarryJ1981","JJ Watt raised over $35 million for Texas after the hurricane... your move @Kaepernick7 #CaliforniaWildfires",0,0,0,0,-95.144318,43.1450748
"198","bashaltv","California wildfires destroyed 1,000 structures and counting
https://t.co/8WNDEAHRKC #CaliforniaWildfires‚Ä¶ https://t.co/waOc97a6sf",0,0,0,0,-74.0059728,40.7127753
"199","batsflywest","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",90,0,1,1,-110.926479,32.2217429
"205","bbdd333","RT @BoiseFire: Our crews have officially been assigned to the #ThomasFire #CaliforniaWildfires https://t.co/uNU0db1nA7",28,0,0,0,-117.8311428,33.7174708
"206","Bbroman612","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-93.2650108,44.977753
"212","Bellachella111","RT @vote110618: @realDonaldTrump @nytimes Glad to see you‚Äôre focused on the big issues this morning.

Ì†ΩÌπÑ

#CaliforniaWildfires #CHIP #NYCStr‚Ä¶",2,0,0,0,-78.458708,38.253749
"214","benjamachine","Know anyone who lost a classic car in the #CaliforniaWildfires ? DM me.",0,0,0,0,-74.0059728,40.7127753
"216","Best_of_Tara","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",90,0,1,1,-78.458708,38.253749
"217","bestnaunieever","My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by‚Ä¶ https://t.co/vwrZYzTnlL",68,97,1,1,-95.712891,37.09024
"218","bestnaunieever","RT @bestnaunieever: My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by https://t.co‚Ä¶",68,0,1,1,-95.712891,37.09024
"219","BethSnow61","@TomHall I was in Orange, CA last week, very scary wind &amp; fire combo. Are you &amp; yours safe? I'm praying for the peo‚Ä¶ https://t.co/zgC7Wg7Ck5",0,1,0,0,-76.6412712,39.0457549
"221","BeverlyHills900","RT @JohnWhiteKESQ: #californiawildfires  Continuing coverage on all of the fires burning in Southern California tonight on News Channel 3 L‚Ä¶",3,0,-1,1,-116.2967009,33.7808909
"222","BeverlySimcic","RT @ice_princeza: #SundayMorning #HumanRightsDay
Ì†ΩÌ¥•The TRUTH about the #CaliforniaWildfires Ì†ΩÌ¥• #TruthPrevails #TruthBombs #RealTalk #realnews‚Ä¶",98,0,0,0,-77.1945247,41.2033216
"223","BigGator5","#CaliforniaWildfires: Ungrateful #California Gov. #JerryBrown Attacks #POTUS @realDonaldTrump, After‚Ä¶ https://t.co/rCkUqtqA0g",1,0,-2,2,-81.7787021,28.702847
"224","BigGator5","#CaliforniaWildfires: #POTUS @realDonaldTrump Approves #StateOfEmergency/#FMA Aid, Ungrateful #California Gov.‚Ä¶ https://t.co/Suuoamj1WD",2,1,-1,1,-81.7787021,28.702847
"225","BigGator5","#CaliforniaWildfires: Scientist Finds ""No Credible Evidence"" #GlobalWarming Caused #California's #Wildfires, Says‚Ä¶ https://t.co/ZDL84dGqKX",0,0,1,1,-81.7787021,28.702847
"226","bignewsnetwork","#Firefighters Protect Coastal #California Towns as Blaze Rages
https://t.co/IC0xTeET6D
#CaliforniaWildfires‚Ä¶ https://t.co/ppXmFgwycB",1,0,1,1,-94.6347399,39.0286929
"231","BizRadio111","RT @DanLoney21: Mon. @whartonknows on @BizRadio111 (11A ET): 

Latest on #CaliforniaWildfires &amp; impact on agriculture... @UCLAloES Jon Keel‚Ä¶",1,0,0,0,-75.1652215,39.9525839
"234","BlackIrishI","@raynman123 Arson terror is the new norm? #CaliforniaWildfires",0,0,-1,1,-105.1568133,40.4094492
"236","BLM_ES","RT @BLMca: 12/10 #CaliforniaWildfires map for #ThomasFire, #PonderosaFire, #LibertyFire, #RyeFire, #SkirballFire, #CreekFire &amp; #LilacFire.‚Ä¶",4,0,0,0,-77.0078892,38.8767423
